locale	language	category	source_line	dataset_contributors	published	license	dataset_doi	file_uuid	human_source_state	source_row_sha256	canonical_sha256	text
sw	swh	BUNGE	18	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	349ac3799e4c75f54be83c4f0c7edbc77808fe5d63c0855087168361c8813e03	4bb5532211f72c5e650d628160810d722f9150abf48f07ec4b1fe3b0f34739d7	usimamizi sahihi wa matumizi ya fedha za umma
sw	swh	BUNGE	22	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	2e47bca5185399ed82703654465b7718c310b75b685f3d1e374e64da9320c57f	52d570db98b785083d2ea66c0d108faa81e44cb21dc0dcfc28d344d4de1687f0	changamoto za ukosefu wa ajira kwa vijana na uwekaji wa mazingira wezeshi kwa watu wenye ulemavu sehemu ya tatu
sw	swh	BUNGE	25	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	4e7763794cd2f5a4ac6e106414e123d753b535e5d9bd2a32fd56d74a4df0cea0	04ca42903ddfb009f58090d23bbe7268c88e22a7bfad0110a659c89c8116eebe	upatikanaji wa fedha kwa ajili ya utekelezaji miradi ya maendeleo ii
sw	swh	BUNGE	26	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	5bc74be19e0bc74a36e801c08a1e51399b473c9a9e106467a4d1c76b722b2cab	3cd62143e29a0948bf86e0bb6efece50f0e86740e4cd86a6883253ba66282172	ufinyu na ukomo wa bajeti kwa taasisi ambazo kamati inazisimamia
sw	swh	BUNGE	27	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	4676895d49504ac5de1ac215c023e6843326040106fe3711a13297ea63740b21	ce17f9c817eca1d21ccfdfad273034075c5606a2c24bfa56946802e77bc4beff	ufinyu wa muda wa kamati ku tembelea na kukagua miradi ya maendeleo
sw	swh	BUNGE	32	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	b24de4d21c707c1891f33651e1069c2ccf80a18a27996328bd0cb5dc87ee33a8	39e1cc85e3c98d4c238b7c7032cc5237a077b3ad296d6c03860d74ca5222406b	changamoto za ukosefu wa ajira kwa vijana
sw	swh	BUNGE	33	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	841df34a70d100281836ed0d945783dc64629afb222186b83be2da137e342605	fd199c0a54211a684d1cec804d464adb8897a983d1c7215fad23bb7094de7952	uwekaji wa mazingira wezeshi wa watu wenye ulemavu
sw	swh	BUNGE	34	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	aedf252d3fb65b6c4bbe3d62032ce2e53914652efa462a160a16c564552da962	d26cfc84298476cdb9c8cef00ae40fe619b86f92f0a8135c1ef9df506609a154	utekelezaji wa maagizo ya kamati sehemu ya nne
sw	swh	BUNGE	36	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	8a968c093235254a9282f9edd8720299da7bfb5b868d4f0561f1c37e79bb1ab1	788ae91cf1d55ea5642bf8688e216367daf353c5b0b86b60f97d6b77043bf6d9	shukrani taarifa ya shughuli za kamati ya kudumu ya bunge ya katiba na sh eria kwa kipindi cha januari hadi januari inatolewa chini ya kanuni ya ya kanuni za kudumu za bunge toleo la januari sehemu ya kwanza maelezo ya jumla
sw	swh	BUNGE	37	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	8fc3a04d2106ab20af06d278afa3b2e9b675742bdfdaf79ae701e27e5662f9d1	4dd4370df2722c693073de390148ec86fae01b3b9967ba29a1482df2c8eca6ac	utangulizi mheshimiwa spika kwanza kabisa nap enda kumshukuru mungu kwa kunipa nafasi hii adhimu kusimama mbele ya bunge lako ukufu kwa ajili ya kuwasilisha taarifa ya mwaka ya kamat i
sw	swh	BUNGE	38	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	1e352c91061fd21f57d7c402a3b25f924c4b7054b1e0f0983639143b2e7f2778	1e352c91061fd21f57d7c402a3b25f924c4b7054b1e0f0983639143b2e7f2778	hii ni taarifa ya mwisho ya kamati kwa kipindi cha iaka miwili na nusu ya kwanza ya uhai wa bunge hili
sw	swh	BUNGE	39	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	d39acaac8e40227704086d7c0a463480b54eb87d930de5ce2f28d2d35f099d46	d39acaac8e40227704086d7c0a463480b54eb87d930de5ce2f28d2d35f099d46	kwa kuzingatia hilo naomba nitumie nafasi hii kuwashukuru wajumbe wa kamati kwa kujitoa kwao na kufanya kazi kwa weledi na ufanisi katika kuhakikis ha kwamba kamati inatekeleza majukumu yake kwa wakati na ubora unaotakiwa
sw	swh	BUNGE	40	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	48b6eb7141458456b9d1b2cfd5fc1c125cd2a3392a0bb96753418c121132adea	48b6eb7141458456b9d1b2cfd5fc1c125cd2a3392a0bb96753418c121132adea	mheshimiwa spika kabla ya kusoma taarifa hii napenda kumpongeza sana dr
sw	swh	BUNGE	41	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	a84149058762619362b2e2590428909b28e191298e49970c1400169ebad714f0	a84149058762619362b2e2590428909b28e191298e49970c1400169ebad714f0	adelardus kilangi kwa kuteuliwa kuwa mwanasheria mkuu wa serikali na ndg paul ngwembe kwa kuteuliwa kuwa naibu mwanasheria mkuu wa serikali
sw	swh	BUNGE	42	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	6175d2d7aa1c6fc841faf7a955af69fb7ec2d582dc9c62ebfc1b4767328a96ad	6175d2d7aa1c6fc841faf7a955af69fb7ec2d582dc9c62ebfc1b4767328a96ad	mwanasheria mkuu wa serikali ni kiungo muhimu sana kati ya kamati ya kudumu ya bunge ya katiba na sheria na serikali kwa ujumla na hivyo tunawatakia utumishi uliotukuka katika dhamana kubwa waliyopewa na mheshimwa rais
sw	swh	BUNGE	43	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	1813e6ce947e4344c6751da48995d83e70d074461219daf813d00197c3bee1bc	1813e6ce947e4344c6751da48995d83e70d074461219daf813d00197c3bee1bc	mheshimiwa spika kwa mujibu wa kanuni ya ya kanuni za kudumu za bunge toleo la januari kamati ya kudumu ya bunge ya katiba na sheria ina wajibu wa kuwasilisha aarifa ya mwaka ya shughuli zake kwa madhumuni ya kujadiliwa katika mkut ano wa mwisho kabla ya mkutano wa bajeti
sw	swh	BUNGE	44	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	7c3ec1773ec19f583c5b99cee4107ee06ebc211155b0a974ce5a6b8527e3f628	7c3ec1773ec19f583c5b99cee4107ee06ebc211155b0a974ce5a6b8527e3f628	mheshimiwa spika taarifa hii inaelezea shughuli zilizotekelezwa na kamati kwa kipindi cha januari hadi januari na imegawanyika katika sehemu kuu nne zifuatazo i
sw	swh	BUNGE	45	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	283d52bbfd0b8bb21b1c85b331feb97811c0f2fbdbd8c14a8422fd70d203c797	283d52bbfd0b8bb21b1c85b331feb97811c0f2fbdbd8c14a8422fd70d203c797	sehemu ya wanza inatoa maelezo ya umla kuhusu majukumu ya kamati na shughuli zilizotekelezwa ii
sw	swh	BUNGE	46	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	324b946571c3b750a161f195d4342d1f4e8f546be798a9b1ca2c5a31aee276e6	324b946571c3b750a161f195d4342d1f4e8f546be798a9b1ca2c5a31aee276e6	sehemu ya pili ina husu uchambuzi na matokeo ya utekelezaji wa majukumu ya kamati iii
sw	swh	BUNGE	47	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	25896c9f212c93b22747f616f7530fdca1f8a94e1373c25d35437b7e7510a48b	25896c9f212c93b22747f616f7530fdca1f8a94e1373c25d35437b7e7510a48b	sehemu ya tatu inabainisha maoni na mapendekezo ya kamati na iv
sw	swh	BUNGE	49	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	5b42e7b7bf7bada1d90870a1271b7681eec05c8ef06019179051a6c65015d5ba	57bedd3137a259f26a00a010d4bc94fed44ae57edb73d7e53877067f54c902c0	majuk umu ya kamati mheshimiwa spika kwa mujibu wa nyongeza ya nane fasili ya kifungu cha na fasili ya kifungu cha ch kanuni za kudumu za bunge toleo la januari kamati ya kudumu ya bunge ya katiba na sheria ni moja kati ya kamati tisa za kud umu za bunge za kisekta
sw	swh	BUNGE	50	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	fc8686c450cc2242a95df2fcfbe02f08c6a7ce750db134bdd3a27a99d02fc49c	fc8686c450cc2242a95df2fcfbe02f08c6a7ce750db134bdd3a27a99d02fc49c	kamat hii inasimamia wizara atu ambazo ni ofisi ya akamu wa rais muungano ofis ya waziri mkuu sera bunge kazi vijana ajira na watu wenye ulemavu na wizara ya katiba na sheria
sw	swh	BUNGE	51	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	3bdaf2751440226d1e0f60b6c286dbbb2d9134ef6eebd48fe91fceb9e5ebd318	3bdaf2751440226d1e0f60b6c286dbbb2d9134ef6eebd48fe91fceb9e5ebd318	mheshimiwa sp ika majukumu ya kamati hii ni i
sw	swh	BUNGE	52	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	5093a3aac843a186389912183825793f4042812b3ffcdc3919a6e05b0efc1705	5093a3aac843a186389912183825793f4042812b3ffcdc3919a6e05b0efc1705	kushughulikia bajeti za wizara inazozisimamia ii
sw	swh	BUNGE	53	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	f3a8185502d91a7b7b355ac511af606838433d501d656186640800d75af5d3b8	f3a8185502d91a7b7b355ac511af606838433d501d656186640800d75af5d3b8	kushughulikia miswada na mikataba ya kimataifa inayopendekezwa kuridhiwa na bunge iliyo chini ya wizara inazozisimamia iii
sw	swh	BUNGE	54	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	d7572dc699ca287949a7877ce0bed6416fedc615c4175e1bcbc8005c3568b142	d7572dc699ca287949a7877ce0bed6416fedc615c4175e1bcbc8005c3568b142	kushughulikia taarifa za tendaji za kila waka za wizara hizo na iv
sw	swh	BUNGE	55	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	5800d7ea5e3300ab84f6be0b1ef1f95c5b85c3fb2dd6d58be111335e05ef754a	5800d7ea5e3300ab84f6be0b1ef1f95c5b85c3fb2dd6d58be111335e05ef754a	kufuatilia utekelezaji wa majukumu ya wizara hizo
sw	swh	BUNGE	56	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	f52d5820eae6ccf94e9685c64658ae2ec16068c57b26ab4e4ffdc2ee1608384a	e77fe971c747d7655144ca199a64d690af4269e945138659f1db45c1e0b700f9	njia na mbinu zilizotumika kutekeleza mheshimiwa spika ili kutekeleza majukumu yake kwa weledi na ufanisi kamati ilitumia njia na mbinu mbalimbali zilizoendana na matakwa ya kanuni ya na ya kanuni za kudumu za bunge toleo la januari kuh usu kukutana ushirikishaji wa wadau kuhudhuria na kushiriki shughuli za kamati na uzingatia ji wa bajeti ya kamat iliyoidhinishwa kwa mwaka na
sw	swh	BUNGE	58	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	d07039d70c1a2301875ca76e25cb620d024b4a3f9edf141634529f3095068b2b	d07039d70c1a2301875ca76e25cb620d024b4a3f9edf141634529f3095068b2b	vikao na wizara kwa ajili ya kupokea na kujadili ta arifa za utekelezaji wa wizara na taasisi inazozisimamia ii
sw	swh	BUNGE	59	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	c3b6638fa84199768da266c4f021e357ba14fdf295ea5432be9144800e268be4	c3b6638fa84199768da266c4f021e357ba14fdf295ea5432be9144800e268be4	kuwataka mawaziri kutoa maelezo na ufafanuzi wa masuala mbalimbali yaliyohitaji ufafanuzi
sw	swh	BUNGE	60	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	6ff856a7a63fb3177ac0235240825023492a0cda90127bc681a2cf299ce709b0	6ff856a7a63fb3177ac0235240825023492a0cda90127bc681a2cf299ce709b0	kwa mfano katika mkutano wa tisa wa bunge la kamati ilipoke taarifa maalumu kutoka tume ya pamoja ya utatuzi wa kero za muungano ambayo ipo chini ya ofisi ya makamu wa rais muungano iii
sw	swh	BUNGE	61	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	0a32b8e654a41392860a972c9b2d7333dd334079038b5872fabb4f77d4e49ec7	0a32b8e654a41392860a972c9b2d7333dd334079038b5872fabb4f77d4e49ec7	ziara za kutembelea na kukagua utekelezaji wa miradi ya maendeleo iliyotengewa fedha katika mwaka wa fedha kwa mujibu wa kanuni ya ya kanuni za kudumu za bunge toleo la januari ili kujiridhisha na ufanisi wa utekelezaji wa miradi ya maendeleo iliyo chini ya wizara zinazosimamiwa na kamati iv
sw	swh	BUNGE	62	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	0b9eabd2472ee376455f0668c8b77535c536e3269dea16c62672698f4738e9a6	0b9eabd2472ee376455f0668c8b77535c536e3269dea16c62672698f4738e9a6	kuwaalika wadau mbalimbali kwa ajili ya kutoa maoni yao kwenye miswad ya sheria iliyoletwa kwenye kamati kwa mujibu wa kanuni ya na ya kanuni za kudumu za bunge toleo la januari v
sw	swh	BUNGE	63	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	3935e01c04b802f8ce5a63972b64c784ad0e7b3aa75ec90cf0f18b2b64e76923	3935e01c04b802f8ce5a63972b64c784ad0e7b3aa75ec90cf0f18b2b64e76923	kuwasilisha mbele ya kamati ya kudumu ya bunge ya bajeti hoja mahsusi zilizotokana na bajeti za wizara zinazosimamiwa na kamati za mwaka wa fedha na vi
sw	swh	BUNGE	64	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	eb49a22c1bd189723c22a8581bd8a2398ba28db5a780b7dab6b5e32905926e2a	eb49a22c1bd189723c22a8581bd8a2398ba28db5a780b7dab6b5e32905926e2a	kupata mafunzo mbalimbali kwa lengo la kujifunza na kubadilishana uzoefu na taasisi mbalimbalimbali za serikali na asasi za kiraia
sw	swh	BUNGE	65	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	75608f871afe302ccb29bc62be67e9c9a81ee2a3034c54b6c8d17ddd62814e21	00cc50b96c079ac745d990cf7d27fa008be195d497ff87f9cabed6155a99422d	shughuli zilizofanyika mheshimiwa spika katika kipindi cha januari hadi januari kamati ya kudumu ya bunge ya katiba na sheria imetekeleza shughuli zifuatazo
sw	swh	BUNGE	66	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	dced5350b0ebba5f30a5ccacac0fd2aa9ffe5bec8d11e9631da25431d7751cc4	718cf56dcf329cfdf50094ead9d0f893126fa4916340416d12a8931be274f030	kutembelea na kukagua utekekelezaji wa miradi ya maendeleo mheshimiwa spika ili kukidhi matakwa ya kanuni ya ya kanuni za kudumu za bunge toleo la januar i kuhusu kamati za kisekta kutembelea na kukagua utekelezaji wa miradi ya maendel eo kwa mwaka wa fedha unaoishia kamati hii ilitembelea na kukagua iradi mbalimbali ya maendeleo iliyo chini ya ofisi ya waziri mkuu wizara ya katiba na sheria na ofisi ya makamu wa rais iliyopo unguja pemba na dar es salaam
sw	swh	BUNGE	67	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	28a36141a1f2834965f7d423fb4bbe8edd027caa54d940708194613e36389351	8ce3352e1fe5a87b09693234c3f00375823ae97248835f207df705f385b4e463	kamati pia ilitembelea radi wa ukuzaji masoko na mitaji ijijini mivarf ulioko dakawa morogoro na mradi wa iwand cha sukari cha mkulazi ulio po wilayani mvomero morogoro tarehe novemba
sw	swh	BUNGE	68	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	dacf255600990a3e67c5ab532e0f52d6df5ff223da53e161e3c5e2b2b0dabeba	994de9c4c6d34225d2486adfbc1c95cca5f5c574432569bce156f8e955609e91	kuchambua miswada ya sheria na mikata ba ya kimataifa inayopendekezwa kuridhiwa na bunge iliyo chini ya wizara inazozisimamia mheshimiwa spika kwa mujibu wa kanuni ya ikisomwa pamoja na nyongeza ya nane b ya kanuni za kudumu za bunge to leo la januari katika ipindi kinachotolewa taarifa kamati yangu il ishughulikia miswada ya sheria na maazimio mawili ya kimataifa kama ifuata vyo i
sw	swh	BUNGE	69	Noel Masasi; Bernard Masua	2024-01-24	CC-BY-4.0	https://doi.org/10.17632/d4yhn5b9n6.2	6f043d7d-02ae-4de4-a7a1-5e43bddbe19f	official-source-document-extracted; individual-author-not-retained	afe5bfea19f4145d8677ff960662d9ad09cdc781d911991d61df7cd1516a9af8	afe5bfea19f4145d8677ff960662d9ad09cdc781d911991d61df7cd1516a9af8	miswada ya sheria za marekebisho ya sheria mbalimbali miscelleneous ammendments bills ii
